MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,num_stars,num_genres
Dark Net,2016.0,Documentary,0.6818181818181818,"Explores the furthest reaches of the internet and the people who frequently use it, providing a revealing and cautionary look inside a vast cyber netherworld.","Stars: Lauren Terp,  Kristie,  Drew,  Anisha Vora",0.0008417867127294848,0.15104953382988714,0.012192218408364914,4,1
Choose,2011.0,"Crime, Drama, Horror",0.40909090909090906,A journalism student tracks a killer with the help of her detective father and a therapist.,"Director: Marcus Graves |      Stars: Katheryn Winnick,  Kevin Pollak,  Nicholas Tucci,  Bruce Dern",0.002485080468855351,0.427105578415543,0.012192218408364914,4,3
1920,2008.0,"Horror, Mystery, Romance",0.6022727272727273,"After forsaking his family and religion, a husband finds his wife is demoniacally possessed.","Director: Vikram Bhatt |      Stars: Rajniesh Duggall,  Adah Sharma,  Anjori Alagh,  Raj Zutshi",0.001855199842617408,0.7135788322308463,0.012192218408364914,4,3
Fabulous Lives of Bollywood Wives,2020.0,Reality-TV,0.40909090909090906,"Cameras follow the banter and bonding between four fun-loving women from Bollywood's inner circle as they juggle professions, family and friendship.","Stars: Maheep Kapoor,  Seema Khan,  Neelam Kothari,  Bhavana Pandey",0.004124287881715541,0.17709255690400563,0.012192218408364914,4,1
House Arrest,2019.0,Comedy,0.5,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,"Directors: Samit Basu,  Shashanka Ghosh |      Stars: Ali Fazal,  Shriya Pilgaonkar,  Jim Sarbh,  Barkha Singh",0.0008820663820625878,0.5364862753268407,0.012192218408364914,5,1
Chinatown,,"Drama, Thriller",0.6818181818181818,TV prequel to the 1974 film 'Chinatown'.,,0.0004597136173886749,0.307307672274598,0.012192218408364914,0,2
Nanti kita cerita tentang hari ini,2020.0,"Drama, Family",0.7272727272727273,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.","Director: Angga Dwimas Sasongko |      Stars: Rio Dewanto,  Sheila Dara Aisha,  Rachel Amanda,  Sinyo Riza",0.0005598290273977641,0.6250325537788435,0.012192218408364914,4,2
Nazi Concentration Camps,1945.0,"Documentary, History",0.8181818181818182,Produced and presented as evidence at the Nuremberg war crimes trial of Hermann Göring and twenty other Nazi leaders.,"Director: George Stevens |      Stars: Dwight D. Eisenhower,  Omar N. Bradley,  George S. Patton,  Hayden Sears",0.0007898317769230186,0.3020990676597743,0.012192218408364914,4,2
My Little Pony: Equestria Girls - Legend of Everfree,2016.0,"Animation, Comedy, Family",0.6136363636363636,"The students of Canterlot High come to a summer camp where there are odd counselors, strange phenomena and, hidden agendas.","Director: Ishi Rudell |      Stars: Tara Strong,  Rebecca Shoichet,  Ashleigh Ball,  Andrea Libman",0.0006847543786627501,0.37501953226730605,0.012192218408364914,4,3
Molang,2015.0,"Animation, Short, Comedy",0.8522727272727272,"Molang and Piu Piu are invited to a party. They dress themselves up, but Piu Piu's kiss curl might prevent them from going out. Fortunately, Molang has an idea.",Star: Bruno Guéraçague,0.0001506109375063849,0.307307672274598,0.012192218408364914,1,3
Ungli,2014.0,"Crime, Drama, Thriller",0.5227272727272727,A gang of friends decide to take justice into their own hands.,"Director: Renzil D'Silva |      Stars: Shraddha Kapoor,  Sanjay Dutt,  Randeep Hooda,  Emraan Hashmi",0.0021657619308088683,0.5885723214750775,0.012192218408364914,4,3
Man Without a Star,1955.0,Western,0.6590909090909091,A drifter working as foreman for an iron-fist female rancher must chose sides between his attractive employer and the other neighboring settlers who are mistreated by her.,"Director: King Vidor |      Stars: Kirk Douglas,  Jeanne Crain,  Claire Trevor,  William Campbell",0.0018557836059410761,0.45835720610448516,0.012192218408364914,4,1
Quincy,2018.0,"Documentary, Biography",0.7386363636363635,"An intimate look into the life of icon Quincy Jones. A unique force in music and popular culture for 70 years, Jones has transcended racial and cultural boundaries; his story is inextricably woven into the fabric of America.","Directors: Alan Hicks,  Rashida Jones |      Stars: Quincy Jones,  Rashida Jones,  Kareem Abdul-Jabbar,  Clarence Avant",0.00237124662074006,0.6406583676233145,0.012192218408364914,5,2
Dovlatov,2018.0,"Biography, Drama",0.6022727272727273,"The film actions unfold in 1971, telling about the four days of life of famous writer Sergei Dovlatov. The film raises the eternal issue of the Russian and European culture - the issue of moral choice.","Director: Aleksey German Jr. |      Stars: Milan Maric,  Danila Kozlovskiy,  Helena Sujecka,  Artur Beschastnyy",0.001060697959105044,0.6510755768529619,0.012192218408364914,4,2
Untitled Netflix/Mark Boal Project,,Drama,0.6818181818181818,Plot under wraps.,Star: Noah Centineo,0.0004597136173886749,0.307307672274598,0.012192218408364914,1,1
Los Parecidos,2015.0,"Horror, Mystery, Sci-Fi",0.5454545454545455,"On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.","Director: Isaac Ezban |      Stars: Gustavo Sánchez Parra,  Cassandra Ciangherotti,  Fernando Becerril,  Humberto Busto",0.002311702761725908,0.45835720610448516,0.012192218408364914,4,3
Ladies First,2017.0,"Documentary, Short, Sport",0.6931818181818181,"An inspirational survival story of Deepika Kumari who, as a girl born on the roadside to abject poverty in rural India, went in search of food, stumbled upon archery, and within 4 years became the Number One archer in the World.",Director: Uraaz Bahl,0.0002498507025299719,0.1979269753633004,0.012192218408364914,1,3
First Match,2018.0,"Drama, Sport",0.6022727272727273,"Hardened by years in foster care, a teenage girl from Brooklyn's Brownsville neighborhood decides that joining the boys wrestling team is the only way back to her estranged father.","Director: Olivia Newman |      Stars: Elvire Emanuelle,  Yahya Abdul-Mateen II,  Colman Domingo,  Jharrel Jerome",0.0012264867430268013,0.5260690660971933,0.012192218408364914,4,2
Johan Falk: Slutet,2015.0,"Action, Crime, Thriller",0.7613636363636364,"In the final movie about Swedish special force policeman Johan Falk, he tries to solve the problem with the Eastern European mafia, who is threatening his family. Meanwhile, his co-workers ...                See full summary »","Director: Richard Holm |      Stars: Jakob Eklund,  Jens Hultén,  Marie Richardson,  Peter Franzén",0.0010898861252884521,0.5312776707120169,0.012192218408364914,4,3
Terrace House: Tokyo 2019-2020,2019.0,"Drama, Reality-TV",0.7159090909090909,"Six strangers share a fabulous house in Tokyo, looking for love while living under the same roof. With no script what happens next is up to them.","Stars: You,  Reina Triendl,  Azusa Babazono,  Ryôta Yamasato",0.000360765734026922,0.2031355799781241,0.012192218408364914,4,2
Splinter Cell,,"Animation, Action, Adventure",0.6818181818181818,TV series adaptation of the popular video game 'Splinter Cell'.,,0.0004597136173886749,0.307307672274598,0.012192218408364914,0,3
Ben X Jim,2020.0,Romance,0.6249999999999999,"Benjamin lives alone, with his family living in America pressuring him to move there with him. He learns his old neighbor and childhood friend, Jimson, is moving back home to spend Enhanced...                See full summary »","Stars: Teejay Marquez,  Jerome Ponce,  Kat Galang,  Sarah Edwards",3.210698280174872e-05,0.307307672274598,0.012192218408364914,4,1
Touchy Feely,2013.0,"Comedy, Drama",0.4772727272727272,"A massage therapist is unable to do her job when stricken with a mysterious and sudden aversion to bodily contact. Meanwhile, her uptight brother's floundering dental practice receives new life when clients seek out his healing touch.","Director: Lynn Shelton |      Stars: Rosemarie DeWitt,  Elliot Page,  Josh Pais,  Scoot McNairy",0.0021073855984420527,0.45314860148966146,7.936350469236722e-05,4,2
Choi-go-eui Han-bang,2017.0,"Comedy, Fantasy",0.7045454545454545,"Yoo Hyun-Jae is a member of a popular idol group. He has a lot of fans and he is a scandal maker. Meanwhile, Lee Ji-Hoon is an aspiring singer. He pretends to be studying for his civil ...                See full summary »","Stars: Tae-Hyun Cha,  Min-Jae Kim,  Se-yeong Lee,  Yoon Shi-Yoon",0.0003619332606742583,0.15104953382988714,0.012192218408364914,4,2
Koi no tsuki,2018.0,"Drama, Romance",0.6704545454545454,A thirty-year-old woman develops a connection with a teenage boy half her age.,"Stars: Eri Tokunaga,  Fûju Kamio,  Miu Tomita",0.0002609422056796669,0.307307672274598,0.012192218408364914,3,2
City of Ghosts,2021.0,"Animation, Adventure, Family",0.7840909090909091,A group of kids discover stories around their city by communicating directly with the ghosts who inhabit it.,"Stars: Blue Chapman,  Angel Chipagua,  Sandra Equihua,  Isa Fabro",0.00010449363493660038,0.0989634876816502,0.012192218408364914,4,3
Ma-i On-li Leo-beu-song,2017.0,"Comedy, Fantasy, Romance",0.6590909090909091,"When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.","Stars: Ye-ju Jin,  Ahn Bo-Hyun,  Lee Jae Jin,  Cheol-min Lee",0.00032398864463582805,0.15104953382988714,0.012192218408364914,4,3
Seriously Single,2020.0,"Comedy, Romance",0.375,Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga ...                See full summary »,"Directors: Katleho Ramaphakela,  Rethabile Ramaphakela |      Stars: Fulu Mugovhani,  Tumi Morake,  Bohang Moeko,  Yonda Thomas",0.0006713278222183825,0.5521120891713117,0.012192218408364914,5,2
Searching for Sheela,2021.0,"Documentary, Biography, Crime",0.3636363636363636,Journalists and fans await Ma Anand Sheela as the infamous former Rajneesh commune's spokesperson returns to India after decades for an interview tour.,"Director: Shakun Batra |      Stars: Ma Anand Sheela,  Shoma Chaudhury,  Anurag Chauhan,  Barkha Dutt",0.00045533539246116374,0.2968904630449506,0.012192218408364914,4,3
Abeojiga Isanghae,2017.0,"Comedy, Drama, Romance",0.8181818181818182,"Ahn Joong-Hee (Lee Joon) is an actor who used to be a member of an idol group. One day, he appears in front of a family who consists Byun Han-Soo and Na Young-Sil and their 4 children ...                See full summary »","Stars: Yeong-cheol Kim,  Kim Hae-sook,  Yu-ri Lee,  Soo-young Ryu",0.00022533264293590923,0.3385592999635402,0.012192218408364914,4,3
Lost Tapes,2008.0,"Horror, Mystery, Sci-Fi",0.5795454545454546,"Explores the possibility of hidden creatures through ""found footage"" videos and information provided by experts.","Stars: Loren Coleman,  Dallas Santana,  Jessica Lynch Alfaro,  Craig Stanford",0.0004897774285575851,0.15104953382988714,0.012192218408364914,4,3
Paradox,2018.0,"Fantasy, Music",0.32954545454545453,A group of outlaws search for a mountain treasure and experience the supernatural powers of a full moon.,"Director: Daryl Hannah |      Stars: Neil Young,  Lukas Nelson,  Micah Nelson,  Corey McCormick",0.00038294874032631206,0.37501953226730605,0.012192218408364914,4,2
Johan Falk: Blodsdiamanter,2015.0,"Action, Crime, Thriller",0.6818181818181818,GSI (Group of Special Investigations) investigates a weapon deal made by the mafia. GSI sends in an undercover agent to investigate what the mafia is up to. At the same time Johan Falk confronts a mysterious woman who threatens his family.,"Director: Peter Lindmark |      Stars: Jakob Eklund,  Jens Hultén,  Alexander Karim,  Christian Svensson",0.001019250763124605,0.5104432522527221,0.012192218408364914,4,3
Meomchoogo Sipeun Soongan: Eobawoottaim,2018.0,Fantasy,0.6704545454545454,"Our heroine will have the unfortunate ability to see the ""life clocks"" of everyone around her, including herself, and the hero will somehow be able to stop her ""time"" without lifting a ...                See full summary »","Stars: Jung Dong-hwan,  Kim Hae-sook,  Seung-Yeon Han,  Kim Sa Hee",0.00026561231226901217,0.35939371842283496,0.012192218408364914,4,1
Yeolyeodeolui Soongan,2019.0,"Drama, Romance",0.7386363636363635,"Coming-of-age drama about 18-year-olds, taking a realistic look into the moments of their lives, moments that all of us might have experienced at one time or another. Ong Seong Woo plays ...                See full summary »","Stars: Seong-wu Ong,  Hyang-gi Kim,  Seung-Ho Shin,  Kang Ki-Young",0.00017396147045311127,0.3333506953487165,0.012192218408364914,4,2
21 Thunder,2017.0,Drama,0.5795454545454546,"In the cutthroat world of pro soccer, a club lives and dies by the stars on its under-21 team. They are the future and lifeblood of any franchise, but most will never make it. 21 THUNDER is...                See full summary »","Stars: Stephanie Bennett,  Emmanuel Kabongo,  Andres Joseph,  Kevin Claydon",0.0005685854772527866,0.307307672274598,0.012192218408364914,4,1
Ánimas,2018.0,"Horror, Thriller",0.4204545454545454,"This time, horror comes fron the other side.","Directors: Laura Alvea,  José Ortuño |      Stars: Ángela Molina,  Chacha Huang,  Luis Bermejo,  Liz Lobato",0.0007034348050201311,0.427105578415543,0.012192218408364914,5,2
Lastman,2016.0,"Animation, Action, Comedy",0.8522727272727272,"In the corrupted city of Paxtown, boxer Richard Aldana becomes the protector of Siri, a young orphaned wanted by mysterious and monstrous superhumans.","Stars: Tyler Bunch,  Coryn Williams,  Martial Le Minoux,  Maëlys Ricordeau",0.000471097002200204,0.307307672274598,0.012192218408364914,4,3
Treasures from the Wreck of the Unbelievable,2017.0,Documentary,0.5568181818181818,"The fake story of the art found beneath the depths of the ocean from a 2,000 year old ship wreck. Damien Hirst and the crew recount the moments various discoveries are made, the myths and legends surrounding the find.","Director: Sam Hobkinson |      Stars: Damien Hirst,  Piotr Baumann,  Andrew Whipp",0.000838867896111144,0.46356581071930886,0.012192218408364914,3,1
Funny Boy,2020.0,Drama,0.5340909090909091,"Explores Arjie's sexual awakening from a young boy to a teenager who falls in love with a male classmate, just as political tensions escalate between the Sinhalese and Tamils in the years leading up to the 1983 uprisings.","Director: Deepa Mehta |      Stars: Agam Darshi,  Seema Biswas,  Nimmi Harasgama,  Ali Kazmi",0.00045533539246116374,0.5625292984009591,0.012192218408364914,4,1
Shirobako,2014.0,"Animation, Comedy, Drama",0.7954545454545454,Aoi will never forget how she felt the day her high school animation club's labor of love was shown at the cultural festival. The sense of awe and the feeling of accomplishment that came ...                See full summary »,"Stars: Juri Kimura,  Hiroyuki Yoshino,  Nobuyuki Hiyama,  Greg Cote",0.00047751839876055373,0.307307672274598,0.012192218408364914,4,3
November 13: Attack on Paris,2018.0,Documentary,0.8181818181818182,"Documentary chronicling the terrorist attacks in Paris on November 13, 2015.","Stars: Barouyr,  Benoit,  Philippe Boutinaud,  Bernard Cazeneuve",0.00150902819168219,0.2812646492004795,0.012192218408364914,4,1
Worn Stories,2021.0,Documentary,0.6249999999999999,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing.","Stars: Spirit Avedon,  Timmy Cappello,  Diane,  Simon Doonan",0.00015294599080105755,0.15104953382988714,0.012192218408364914,4,1
The Accountant of Auschwitz,2018.0,Documentary,0.7045454545454545,"Seventy years after WWII, Oskar Gröning, one of the last surviving members of the SS, goes on trial as an accessory to the murder of 300,000 people at the Auschwitz concentration camp.","Director: Matthew Shoychet |      Stars: Oskar Gröning,  Jeff Ansell,  Hedy Bohm,  Hans-Jürgen Brennecke",0.001579079790522369,0.4114797645710719,0.012192218408364914,4,1
Maoyuu Maou Yuusha,2013.0,"Animation, Fantasy, Romance",0.6704545454545454,"After a long and treacherous journey, our Hero finally arrives at the Dark Lady's castle only to find himself being asked for help. The Hero explains how the war that the demons have ...                See full summary »","Stars: Makiko Fujii,  Misato Fukuen,  Banjô Ginga,  Takaya Hashi",0.0002860440285973977,0.11458930152612129,0.012192218408364914,4,3
Damsel,,Fantasy,0.6818181818181818,"Princess Elodie who thinks she is marrying Prince Henry, but then discovers she's actually about to be sacrificed to a dragon, setting up a head-to-head battle with the fire-breather.",Director: Juan Carlos Fresnadillo |      Star: Millie Bobby Brown,0.0004597136173886749,0.307307672274598,0.012192218408364914,1,1
Cong qian you zuo ling jian shan,2019.0,"Action, Adventure, Comedy",0.75,"A story that follows Wang Lu, a young genius, who enters the Spirit Blade Sect and embarks on an unconventional journey towards immortal cultivation. The Spirit Blade Sect was established ...                See full summary »","Stars: Kai Xu,  Sandrine Pinna,  Yuanbing Zhu,  Yuer Gao",0.00011908771802830436,0.307307672274598,0.012192218408364914,4,3
Cult of the Cobra,1955.0,"Fantasy, Horror",0.5340909090909091,American G.I.s who trespass on a Hindu ceremony are hunted down by a beautiful woman who has the power to transform herself into a cobra.,"Director: Francis D. Lyon |      Stars: Faith Domergue,  Richard Long,  Marshall Thompson,  Kathleen Hughes",0.0006707440588947143,0.4218969738007193,0.012192218408364914,4,2
Armed Girl's Machiavellism,2017.0,"Animation, Action, Comedy",0.6249999999999999,"A boy, expelled from his old school, transfers to a private academy, only to find its female students armed and on the defense, with his only chance at survival being to crossdress.","Stars: Maggie Flecknoe,  Scott Gibbs,  Andrew Love,  Shanae'a Moore",0.00011675266473363171,0.307307672274598,0.012192218408364914,4,3
HaMossad: Sipur Kisuy,2017.0,Documentary,0.7272727272727273,"For years the Mossad, Israel's legendary foreign intelligence agency, has been sealed off to the media. Now, for the first time since its founding, a dozen of Mossad's former spies give us ...                See full summary »","Stars: Ram Ben Barak,  Gad Shimron,  Yossi Alpher,  Avi Dagan",0.0006135352531752348,0.307307672274598,0.012192218408364914,4,1
Días de Navidad,2019.0,Drama,0.6477272727272727,"Four sisters celebrate Christmas in their family home at 3 different times in their lives: teen-hood, adulthood and elderly age.","Stars: Victoria Abril,  Carla Tous,  Jay Britton,  Alicia Borrachero",0.0006141190164989029,0.307307672274598,0.012192218408364914,4,1
Lego Marvel Super Heroes: Maximum Overload,2013.0,"Animation, Short, Action",0.6022727272727273,Spider-Man and Marvel's Super Heroes take on a mischievous Loki and a team of super villains in an all-new LEGO adventure,"Stars: Steve Blum,  Greg Cipes,  Tony Matthews,  Barry Dennen",0.000717445124788167,0.10938069691129759,0.012192218408364914,4,3
Penthouse,2021.0,"Crime, Mystery, Thriller",0.6818181818181818,A debauchery-filled gathering for five friends turns into a test of friendship and a web of suspicion when a dead body is found in their rented home.,"Directors: Abbas Alibhai Burmawalla,  Mastan Alibhai Burmawalla |      Stars: Tisca Chopra,  Arjun Rampal,  Bobby Deol,  Sharman Joshi",0.0004597136173886749,0.307307672274598,0.012192218408364914,5,3
9 Kere Leyla,2020.0,Comedy,0.29545454545454547,"A resilient housewife, her husband and their marriage therapist become mired in a toxic love triangle and a plot to obtain an antique manuscript.","Director: Ezel Akay |      Stars: Haluk Bilginer,  Demet Akbag,  Elçin Sangu,  Firat Tanis",0.00413713067483624,0.5781551122454301,0.012192218408364914,4,1
Brahman Naman,2016.0,Comedy,0.5113636363636364,"This homage to 1980s teen sex comedies follows a college quiz bowl champion who knows almost everything, except how to talk to women.","Director: Qaushiq Mukherjee |      Stars: Shashank Arora,  Tanmay Dhanania,  Chaitanya Varad,  Vaishwath Shankar",0.0010466876393370084,0.48960883379342734,0.012192218408364914,4,1
Invisible,2017.0,Drama,0.5568181818181818,"Ely is 17 years old. After school, she works few hours at a pet shop. When Ely learns that she is pregnant, her inner world explodes even though she tries to go on with her daily routine as...                See full summary »","Director: Pablo Giorgelli |      Stars: Mora Arenillas,  Mara Bestelli,  Diego Cremonesi,  Jorge Waldhorn",0.0004156394864517289,0.44793999687483776,0.012192218408364914,4,1
The Bleeding Edge,2018.0,Documentary,0.7386363636363635,A look at the unforeseen consequences of advanced technological devices used in the medical field.,"Director: Kirby Dick |      Stars: Robert Bridges,  Angie Firmalino,  Rita Redberg,  Stephen Tower",0.0013829353137698678,0.5104432522527221,0.012192218408364914,4,1
Dogs in Space,2021.0,"Animation, Adventure, Comedy",0.6818181818181818,"In the not-so-distant future, Earth's scientists send a fleet of genetically enhanced dogs to explore the galaxy in search of a new planet to call home.","Stars: Sarah Chalke,  Kimiko Glenn,  William Jackson Harper,  David López",0.0004597136173886749,0.307307672274598,0.012192218408364914,4,3
Aenggeurimam,2015.0,"Comedy, Drama",0.7386363636363635,"This drama is about Jo Gang-ja, a mother who was known as a tough girl in high school. Her daughter Ah-ran is bullied at school and when Gang-ja finds out, she makes it her responsibility ...                See full summary »","Stars: Kim Hee-seon,  Kim Yoo-jeong,  Hyun-Woo Ji,  Ji Soo",0.000253937045795649,0.35939371842283496,0.012192218408364914,4,2
1994,2019.0,"Documentary, History",0.7386363636363635,"Archival video and new interviews provide an investigative look at Mexican politics in 1994, a year marked by the assassination of Luis Donaldo Colosio.","Stars: Rafael Sebastián Guillén Vicente,  Carlos Salinas de Gortari",0.0002551045724429853,0.307307672274598,0.012192218408364914,2,2
Parked,2010.0,Drama,0.6363636363636364,"Fred Daly returns to Ireland with nowhere to live but his car. Then dope-smoking 21-year-old Cathal parks beside him, and brightens up his lonely world. Encouraged by Cathal, Fred meets ...                See full summary »","Director: Darragh Byrne |      Stars: Colin Morgan,  Colm Meaney,  Milka Ahlroth,  Stuart Graham",0.0014325551962816611,0.48440022917860365,0.012192218408364914,4,1
The Politician's Husband,2013.0,Drama,0.6931818181818181,"Political drama series about a marriage between two politicians, and what happens when the wife's career starts to overshadow her husband's.","Stars: David Tennant,  Emily Watson,  Jack Shepherd,  Roger Allam",0.0009632094840524618,0.9323402260534415,0.012192218408364914,4,1
Carmen Sandiego: To Steal or Not to Steal,2020.0,"Animation, Short, Action",0.6704545454545454,"You drive the action in this interactive adventure, helping Carmen save Ivy and Zack when V.I.L.E. captures them during a heist in Shanghai.","Directors: Jos Humphrey,  Kevin Dart,  Kenny Park,  Mike West |      Stars: Gina Rodriguez,  Finn Wolfhard,  Abby Trott,  Michael Hawley",0.0003636845506452628,0.15625813844471084,0.012192218408364914,7,3
You Don't Know Me,,Drama,0.6818181818181818,"A young man, who stands accused of murder. The evidence is overwhelming. But at his trial, this man tells an extraordinary story.","Stars: Samuel Adewunmi,  Bukky Bakray,  Michael Balogun,  Duayne Boachie",0.0004597136173886749,0.307307672274598,0.012192218408364914,4,1
Izakaya Bottakuri,2018.0,Drama,0.8068181818181817,"Despite the bar's uninviting name, two sisters warmly welcome their patrons with tasty food and sake, just like their parents did before them.","Stars: Moemi Katayama,  Sara Takatsuki,  Yuichi Nakamura,  Hisako Ôkata",4.670106589345269e-05,0.11458930152612129,0.012192218408364914,4,1
Kus uçusu,,Comedy,0.6818181818181818,Add a Plot,"Stars: Birce Akalay,  Ibrahim Celikkol,  Irem Sak,  Miray Daner",0.0004597136173886749,0.307307672274598,0.012192218408364914,4,1
Super Drags,2018.0,"Animation, Comedy, Fantasy",0.5113636363636364,"Three gay co-workers at a department store lead double lives as superhero drag queens, fighting crime and other forces like an evil drag queen and a conservative politician.","Stars: Willam Belli,  Guilherme Briggs,  Sérgio Cantú,  Dany David",0.0008149335998407494,0.15104953382988714,0.012192218408364914,4,3
Lavaperros,2020.0,"Comedy, Crime, Drama",0.5227272727272727,"Don Oscar, if he wanted, could have been the next Escobar, but instead he sits on the ruins of his decrepit little drug empire. And let's face it, there is not much left to sit on. Only a ...                See full summary »","Director: Carlos Moreno |      Stars: Jose Marino Angulo,  Juan Martin Arancedo,  Anderson Ballesteros,  Geovanni Marin Cardona",0.000305308218278447,0.5521120891713117,0.012192218408364914,4,3
Incir Reçeli 2,2014.0,"Drama, Romance",0.5568181818181818,"After losing the woman he loves in the original Fig Jam, Metin (Halil Sezai Paracikoglu) finds himself seriously alone. His life is a repetitive round of singing at a bar and grieving for ...                See full summary »","Director: Aytaç Agirlar |      Stars: Mert Akin Akcay,  Mehmet Selim Akgul,  Yusuf Bedirhan Arslan,  Onur Bilge",0.0023648252241797105,0.5312776707120169,0.012192218408364914,4,2
Kuntilanak,2018.0,"Comedy, Family, Horror",0.4204545454545454,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.,"Director: Rizal Mantovani |      Stars: Sandrinna Michelle,  Aurélie Moeremans,  Fero Walandouw,  Nena Rosier",0.00034325283431687725,0.5416948799416643,0.012192218408364914,4,3
Sing On!,2020.0,"Game-Show, Music",0.5909090909090908,"In each themed episode, six contestants belt out the biggest hits from that genre while being judged by a vocal analyzer comparing their vocal performance to the original artist's.","Stars: Tituss Burgess,  Allison Asarch,  Frankie Cena,  Hanah Chang",0.0001891393168684834,0.307307672274598,0.012192218408364914,4,2
Sinister Squad,2016.0,"Action, Comedy, Fantasy",0.11363636363636365,"When a supernatural cult threatens Earth, Alice must assemble a team of fairy tale villains to face the literal forces of Death.","Director: Jeremy M. Inman |      Stars: Johnny Rey Diaz,  Christina Licciardi,  Lindsay Sawyer,  Talia A Davis",0.0005954385901415218,0.46356581071930886,0.012192218408364914,4,3
Loose Change 9/11: An American Coup,2009.0,"Documentary, History, War",0.6818181818181818,"An exploration of the viewpoint that the September 11, 2001 attacks were planned by the United States government.","Director: Dylan Avery |      Stars: Osama bin Laden,  Johnelle Bryant,  George W. Bush,  Laura Bush",0.002050176792722573,0.5104432522527221,0.012192218408364914,4,3
Andið eðlilega,2018.0,Drama,0.6590909090909091,"Two women's lives will intersect while trapped in circumstances unforeseen. Between a struggling Icelandic mother and an asylum seeker from Guinea-Bissau, a delicate bond will form as both strategize to get their lives back on track.","Director: Isold Uggadottir |      Stars: Kristín Þóra Haraldsdóttir,  Babetida Sadjo,  Patrik Nökkvi Pétursson,  Þorsteinn Bachmann",0.001560399364164988,0.48960883379342734,0.012192218408364914,4,1
Gipsy Queen,2019.0,"Drama, Sport",0.5681818181818181,"Ali, a courageous woman and single mother of two kids, works with the trainer and owner of a rundown box club in order to provide for her family.","Director: Hüseyin Tabak |      Stars: Alina Serban,  Tobias Moretti,  Irina Kurbanova,  Catrin Striebeck",0.00023584038276193607,0.6041981353195487,0.012192218408364914,4,2
Haechi,2019.0,"Action, Drama, History",0.7727272727272727,"Set during the Joseon Dynasty period, four people from different walks of life come together to make Prince Lee Geum the King and reform the Saheonbu. The four people are Lee Geum, Yeo Ji, Park Moon Soo and Dal Moon.","Stars: Il-Woo Jung,  Kwon Yul,  Park Hoon,  Lee Kyung-young",0.0001266766412359904,0.17709255690400563,0.012192218408364914,4,3
Inspector Gadget,2015.0,"Animation, Action, Adventure",0.3977272727272727,"When Dr. Claw returns, Inspector Gadget is brought out of retirement to defeat him again, now with Penny and Brain's open participation.","Stars: Ivan Sherry,  Tara Strong,  Martin Roach,  Scott McCord",0.00028429273862639324,0.10938069691129759,0.012192218408364914,4,3
Öldür Beni Sevgilim,2019.0,"Comedy, Romance",0.375,"Can the excitement of the national lottery save a finished marriage? Or is it the end of that marriage? In this fun comedy, Demet and Okan will learn the answer to this question.","Director: Senol Sönmez |      Stars: Murat Boz,  Seda Bakan,  Açelya Topaloglu,  Özgür Emre Yildirim",0.000912422074893332,0.5364862753268407,0.012192218408364914,4,2
Polly Pocket,2018.0,"Animation, Adventure, Comedy",0.6477272727272727,"Polly is often told she is ""TOO LITTLE"" to do the things she wants to do, but Polly proves what every kid knows - that being little isn't a limitation; IT'S HER GREATEST STRENGTH. When ...                See full summary »","Stars: Emily Tennant,  Shannon Chan-Kent,  Kazumi Evans,  Patricia Drake",4.611730256978453e-05,0.10938069691129759,0.012192218408364914,4,3
Juhong geulshi,2004.0,"Drama, Mystery, Thriller",0.6136363636363636,"A detective, his 3 girls & a murder case. Complex emotional relationships and human nature's darker sides are explored in this captivating suspense drama about a cop whose lust for love threatens to get in the way of his professional life.","Director: Hyuk Byun |      Stars: Han Suk-kyu,  Eun-ju Lee,  Hyun-Ah Sung,  Ji-won Uhm",0.0006112001998805621,0.5937809260899013,0.012192218408364914,4,3
Lens,2016.0,"Drama, Mystery, Thriller",0.6363636363636364,"Video chat session: Watch me die, LIVE!","Director: Jayaprakash Radhakrishnan |      Stars: Anand Sami,  Jayaprakash Radhakrishnan,  Misha Ghoshal,  Kulothungan Udayakumar",0.0006637388990106964,0.5625292984009591,0.012192218408364914,4,3
Bon Cop Bad Cop 2,2017.0,"Action, Comedy, Crime",0.6363636363636364,A francophone S.Q. officer and an anglophone O.P.P officer reunite to investigate a large car theft ring led by an Italian mobster.,"Director: Alain Desrochers |      Stars: Colm Feore,  Patrick Huard,  Marc Beaupré,  Noam Jenkins",0.002306448891812895,0.6510755768529619,0.012192218408364914,4,3
