MOVIES,YEAR,GENRE,RATING,ONE-LINE,STARS,VOTES,RunTime,Gross,num_stars,num_genres
Blood Red Sky,2021.0,"Action, Horror, Thriller",0.5681818181818181,A woman with a mysterious illness is forced into action when a group of terrorists attempt to hijack a transatlantic overnight flight.,"Director: Peter Thorwarth |      Stars: Peri Baumeister,  Carl Anton Koch,  Alexander Scheer,  Kais Setti",0.012292304306480416,0.6250325537788435,0.012192218408364914,4,3
Masters of the Universe: Revelation,2021.0,"Animation, Action, Adventure",0.4431818181818181,The war for Eternia begins again in what may be the final battle between He-Man and Skeletor. A new animated series from writer-director Kevin Smith.,"Stars: Chris Wood,  Sarah Michelle Gellar,  Lena Headey,  Mark Hamill",0.010428931777331655,0.12500651075576868,0.012192218408364914,4,3
The Walking Dead,2010.0,"Drama, Horror, Thriller",0.8068181818181817,Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,"Stars: Andrew Lincoln,  Norman Reedus,  Melissa McBride,  Lauren Cohan",0.517097552105255,0.22396999843741888,0.012192218408364914,4,3
Rick and Morty,2013.0,"Animation, Adventure, Comedy",0.9204545454545454,An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,"Stars: Justin Roiland,  Chris Parnell,  Spencer Grammer,  Sarah Chalke",0.24217071224379358,0.11458930152612129,0.012192218408364914,4,3
Army of Thieves,2021.0,"Action, Crime, Horror",0.6818181818181818,"A prequel, set before the events of Army of the Dead, which focuses on German safecracker Ludwig Dieter leading a group of aspiring thieves on a top secret heist during the early stages of the zombie apocalypse.","Director: Matthias Schweighöfer |      Stars: Matthias Schweighöfer,  Nathalie Emmanuel,  Ruby O. Fee,  Stuart Martin",0.0004597136173886749,0.307307672274598,0.012192218408364914,4,3
Outer Banks,2020.0,"Action, Crime, Drama",0.7386363636363635,A group of teenagers from the wrong side of the tracks stumble upon a treasure map that unearths a long buried secret.,"Stars: Chase Stokes,  Madelyn Cline,  Madison Bailey,  Jonathan Daviss",0.015092033206792905,0.25522162612636107,0.012192218408364914,4,3
The Last Letter from Your Lover,2021.0,"Drama, Romance",0.6477272727272727,A pair of interwoven stories set in the past and present follow an ambitious journalist determined to solve the mystery of a forbidden love affair at the center of a trove of secret love letters from 1965.,"Director: Augustine Frizzell |      Stars: Shailene Woodley,  Joe Alwyn,  Wendy Nottingham,  Felicity Jones",0.003081102822320541,0.5677379030157828,0.012192218408364914,4,2
Dexter,2006.0,"Crime, Drama, Mystery",0.8522727272727272,"By day, mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night, he is a serial killer who only targets other murderers.","Stars: Michael C. Hall,  Jennifer Carpenter,  David Zayas,  James Remar",0.38842560782896673,0.27084743997083216,0.012192218408364914,4,3
Never Have I Ever,2020.0,Comedy,0.7727272727272727,"The complicated life of a modern-day first generation Indian American teenage girl, inspired by Mindy Kaling's own childhood.","Stars: Maitreyi Ramakrishnan,  Poorna Jagannathan,  Darren Barnet,  John McEnroe",0.020154428749643176,0.15104953382988714,0.012192218408364914,4,1
Virgin River,2019.0,"Drama, Romance",0.7159090909090909,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and who she finds.","Stars: Alexandra Breckenridge,  Martin Henderson,  Colin Lawrence,  Tim Matheson",0.015921560889725357,0.22396999843741888,0.012192218408364914,4,2
Gunpowder Milkshake,2021.0,"Action, Adventure, Thriller",0.5568181818181818,Three generations of women fight back against those who could take everything from them.,"Director: Navot Papushado |      Stars: Karen Gillan,  Lena Headey,  Carla Gugino,  Michelle Yeoh",0.010498399612848165,0.5885723214750775,0.012192218408364914,4,3
Lucifer,2016.0,"Crime, Drama, Fantasy",0.7954545454545454,Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels.,"Stars: Tom Ellis,  Lesley-Ann Brandt,  Lauren German,  D.B. Woodside",0.15424019408962986,0.2135527892077715,0.012192218408364914,4,3
Fear Street: 1994,2021.0,"Drama, Horror, Mystery",0.5795454545454546,A circle of teenage friends accidentally encounter the ancient evil responsible for a series of brutal murders that have plagued their town for over 300 years. Welcome to Shadyside.,"Director: Leigh Janiak |      Stars: Kiana Madeira,  Olivia Scott Welch,  Benjamin Flores Jr.,  Julia Rehwald",0.02927164433869248,0.5521120891713117,0.012192218408364914,4,3
Sex/Life,2021.0,"Comedy, Drama, Romance",0.48863636363636365,A suburban mother of two takes a fantasy-charged trip down memory lane that sets her very married present on a collision course with her wild-child past.,"Stars: Sarah Shahi,  Mike Vogel,  Adam Demos,  Margaret Odette",0.007102648359070486,0.307307672274598,0.012192218408364914,4,3
American Horror Story,2011.0,"Drama, Horror, Thriller",0.7840909090909091,"An anthology series centering on different characters and locations, including a house with a murderous past, an insane asylum, a witch coven, a freak show circus, a haunted hotel, a possessed farmhouse, a cult, the apocalypse, and a slasher summer camp.","Stars: Lady Gaga,  Kathy Bates,  Angela Bassett,  Sarah Paulson",0.1672382682544251,0.307307672274598,0.012192218408364914,4,3
Grey's Anatomy,2005.0,"Drama, Romance",0.7272727272727273,A drama centered on the personal and professional lives of five surgical interns and their supervisors.,"Stars: Ellen Pompeo,  Chandra Wilson,  James Pickens Jr.,  Justin Chambers",0.15542873621661824,0.2083441845929478,0.012192218408364914,4,2
Breaking Bad,2008.0,"Crime, Drama, Thriller",0.9431818181818181,A high school chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine in order to secure his family's future.,"Stars: Bryan Cranston,  Aaron Paul,  Anna Gunn,  Betsy Brandt",0.9061793099100247,0.25001302151153737,0.012192218408364914,4,3
The Good Doctor,2017.0,Drama,0.7954545454545454,"Shaun Murphy, a young surgeon with autism and Savant syndrome, is recruited into the surgical unit of a prestigious hospital.","Stars: Freddie Highmore,  Hill Harper,  Richard Schiff,  Antonia Thomas",0.04136897169506773,0.2083441845929478,0.012192218408364914,4,1
Atypical,2017.0,"Comedy, Drama",0.8181818181818182,"Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.","Stars: Jennifer Jason Leigh,  Keir Gilchrist,  Brigette Lundy-Paine,  Michael Rapaport",0.0417618444118964,0.15104953382988714,0.012192218408364914,4,2
Stranger Things,2016.0,"Drama, Fantasy, Horror",0.8636363636363635,"When a young boy disappears, his mother, a police chief and his friends must confront terrifying supernatural forces in order to get him back.","Stars: Millie Bobby Brown,  Finn Wolfhard,  Winona Ryder,  David Harbour",0.517127324034762,0.26043023074118477,0.012192218408364914,4,3
Fear Street: 1978,2021.0,"Drama, Horror, Mystery",0.6477272727272727,"Shadyside, 1978. School's out for summer and the activities at Camp Nightwing are about to begin. But when another Shadysider is possessed with the urge to kill, the fun in the sun becomes a gruesome fight for survival.","Director: Leigh Janiak |      Stars: Sadie Sink,  Emily Rudd,  Ryan Simpkins,  McCabe Slye",0.02138266678264098,0.5625292984009591,0.012192218408364914,4,3
Friends,1994.0,"Comedy, Romance",0.8863636363636365,Follows the personal and professional lives of six twenty to thirty-something-year-old friends living in Manhattan.,"Stars: Jennifer Aniston,  Courteney Cox,  Lisa Kudrow,  Matt LeBlanc",0.5142447007424886,0.10938069691129759,0.012192218408364914,4,2
The Flash,2014.0,"Action, Adventure, Drama",0.7386363636363635,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the next Flash, fighting crime in Central City.","Stars: Grant Gustin,  Candice Patton,  Danielle Panabaker,  Carlos Valdes",0.1869554582746408,0.21876139382259518,0.012192218408364914,4,3
Peaky Blinders,2013.0,"Crime, Drama",0.875,"A gangster family epic set in 1900s England, centering on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby.","Stars: Cillian Murphy,  Paul Anderson,  Helen McCrory,  Sophie Rundle",0.22965774540096662,0.307307672274598,0.012192218408364914,4,2
He-Man and the Masters of the Universe,2021.0,"Animation, Action, Adventure",0.6818181818181818,"Eternia's Prince Adam discovers the power of Grayskull and transforms into He-Man, Master of the Universe. A reimagining of the classic animated series.",,0.0004597136173886749,0.307307672274598,0.012192218408364914,0,3
Chernobyl,2021.0,"Drama, History, Romance",0.4431818181818181,A story about a heroic fireman who worked as one of Chernobyl liquidators.,"Director: Danila Kozlovskiy |      Stars: Danila Kozlovskiy,  Oksana Akinshina,  Filipp Avdeev,  Ravshana Kurkova",0.0027296773014723096,0.7031616230011989,0.012192218408364914,4,3
Vikings,2013.0,"Action, Adventure, Drama",0.8409090909090908,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore - and raid - the distant shores across the ocean.","Stars: Katheryn Winnick,  Gustaf Skarsgård,  Alexander Ludwig,  Georgia Hirst",0.2684774226615755,0.22396999843741888,0.012192218408364914,4,3
Better Call Saul,2015.0,"Crime, Drama",0.875,"The trials and tribulations of criminal lawyer Jimmy McGill in the time before he established his strip-mall law office in Albuquerque, New Mexico.","Stars: Bob Odenkirk,  Rhea Seehorn,  Jonathan Banks,  Patrick Fabian",0.2030632396646163,0.23438720766706628,0.012192218408364914,4,2
Supernatural,2005.0,"Drama, Fantasy, Horror",0.8295454545454546,"Two brothers follow their father's footsteps as hunters, fighting evil supernatural beings of many kinds, including monsters, demons and gods that roam the earth.","Stars: Jared Padalecki,  Jensen Ackles,  Jim Beaver,  Misha Collins",0.23599683133267915,0.22396999843741888,0.012192218408364914,4,3
The Blacklist,2013.0,"Crime, Drama, Mystery",0.7840909090909091,"A new FBI profiler, Elizabeth Keen, has her entire life uprooted when a mysterious criminal, Raymond Reddington, who has eluded capture for decades, turns himself in and insists on speaking only to her.","Stars: James Spader,  Megan Boone,  Diego Klattenhoff,  Ryan Eggold",0.12464339357965422,0.21876139382259518,0.012192218408364914,4,3
Fear Street: 1666,2021.0,"Horror, Mystery",0.6363636363636364,The origins of Sarah Fier's curse are finally revealed as history comes full circle on a night that changes the lives of Shadysiders forever.,"Director: Leigh Janiak |      Stars: Kiana Madeira,  Ashley Zukerman,  Gillian Jacobs,  Olivia Scott Welch",0.01601963312810161,0.5885723214750775,0.012192218408364914,4,2
Animal Kingdom,2016.0,"Crime, Drama",0.8068181818181817,"Centers on a Southern California family, whose excessive lifestyle is fueled by their criminal activities.","Stars: Shawn Hatosy,  Ben Robson,  Jake Weary,  Finn Cole",0.0157154924364705,0.307307672274598,0.012192218408364914,4,2
Brooklyn Nine-Nine,2013.0,"Comedy, Crime",0.8295454545454546,"Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.","Stars: Andy Samberg,  Stephanie Beatriz,  Terry Crews,  Melissa Fumero",0.14511071947078352,0.10938069691129759,0.012192218408364914,4,2
NCIS: Naval Criminal Investigative Service,2003.0,"Action, Crime, Drama",0.75,"The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team, led by Special Agent Leroy Jethro Gibbs.","Stars: Mark Harmon,  David McCallum,  Sean Murray,  Pauley Perrette",0.07332884613925207,0.307307672274598,0.012192218408364914,4,3
Kingdom,2019.0,"Action, Drama, History",0.8295454545454546,"While strange rumors about their ill King grip a kingdom, the crown prince becomes their only hope against a mysterious plague overtaking the land.","Stars: Ju Ji-Hoon,  Bae Doona,  Kim Sungkyu,  Hye-jun Kim",0.020373923759342404,0.22917860305224258,0.012192218408364914,4,3
Modern Family,2009.0,"Comedy, Drama, Romance",0.8295454545454546,Three different but related families face trials and tribulations in their own uniquely comedic ways.,"Stars: Ed O'Neill,  Sofía Vergara,  Julie Bowen,  Ty Burrell",0.22067713042965564,0.10938069691129759,0.012192218408364914,4,3
Titans,2018.0,"Action, Adventure, Crime",0.75,A team of young superheroes combat evil and other perils.,"Stars: Brenton Thwaites,  Teagan Croft,  Anna Diop,  Ryan Potter",0.04299475255148355,0.22917860305224258,0.012192218408364914,4,3
The Witcher,2019.0,"Action, Adventure, Fantasy",0.8068181818181817,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","Stars: Henry Cavill,  Anna Shaffer,  Freya Allan,  Adjoa Andoh",0.19642409938453834,0.307307672274598,0.012192218408364914,4,3
Downton Abbey,2010.0,"Drama, Romance",0.8636363636363635,A chronicle of the lives of the British aristocratic Crawley family and their servants in the early twentieth century.,"Stars: Hugh Bonneville,  Phyllis Logan,  Elizabeth McGovern,  Brendan Coyle",0.10028995524286598,0.2968904630449506,0.012192218408364914,4,2
Shingeki no kyojin,2013.0,"Animation, Action, Adventure",0.8977272727272727,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","Stars: Yûki Kaji,  Marina Inoue,  Josh Grelle,  Yui Ishikawa",0.1416075557654509,0.11979790614094499,0.012192218408364914,4,3
Suits,2011.0,"Comedy, Drama",0.8295454545454546,"On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.","Stars: Gabriel Macht,  Patrick J. Adams,  Meghan Markle,  Sarah Rafferty",0.2184780939893977,0.22396999843741888,0.012192218408364914,4,2
La casa de papel,2017.0,"Action, Crime, Mystery",0.8181818181818182,An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,"Stars: Úrsula Corberó,  Álvaro Morte,  Itziar Ituño,  Pedro Alonso",0.19956124348593102,0.35939371842283496,0.012192218408364914,4,3
Schitt's Creek,2015.0,Comedy,0.8409090909090908,"When rich video-store magnate Johnny Rose and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek.","Stars: Eugene Levy,  Catherine O'Hara,  Dan Levy,  Annie Murphy",0.052960760013146355,0.10938069691129759,0.012192218408364914,4,1
Outlander,2014.0,"Drama, Fantasy, Romance",0.8295454545454546,An English combat nurse from 1945 is mysteriously swept back in time to 1743.,"Stars: Caitriona Balfe,  Sam Heughan,  Duncan Lacroix,  Sophie Skelton",0.07879987600867006,0.3281420907338928,0.012192218408364914,4,3
The Last Kingdom,2015.0,"Action, Drama, History",0.8295454545454546,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred - born a Saxon but raised by Vikings - seeks to claim his ancestral birthright.","Stars: Alexander Dreymon,  Eliza Butterworth,  Arnas Fedaravicius,  Millie Brady",0.05525027976857287,0.307307672274598,0.012192218408364914,4,3
Black Mirror,2011.0,"Drama, Sci-Fi, Thriller",0.875,"An anthology series exploring a twisted, high-tech multiverse where humanity's greatest innovations and darkest instincts collide.","Stars: Daniel Lapaine,  Hannah John-Kamen,  Michaela Coel,  Beatrice Robertson-Jones",0.274019671656481,0.307307672274598,0.012192218408364914,4,3
Ozark,2017.0,"Crime, Drama, Thriller",0.8295454545454546,"A financial advisor drags his family from Chicago to the Missouri Ozarks, where he must launder money to appease a drug boss.","Stars: Jason Bateman,  Laura Linney,  Sofia Hublitz,  Skylar Gaertner",0.12030486455815247,0.307307672274598,0.012192218408364914,4,3
The Crown,2016.0,"Biography, Drama, History",0.8522727272727272,Follows the political rivalries and romance of Queen Elizabeth II's reign and the events that shaped the second half of the twentieth century.,"Stars: Claire Foy,  Olivia Colman,  Imelda Staunton,  Matt Smith",0.09895488852163689,0.2968904630449506,0.012192218408364914,4,3
Sweet Tooth,2021.0,"Action, Adventure, Drama",0.7727272727272727,A boy who is half human and half deer survives in a post-apocalyptic world with other hybrids.,"Stars: Nonso Anozie,  Christian Convery,  Adeel Akhtar,  Stefania LaVie Owen",0.021679218551064406,0.307307672274598,0.012192218408364914,4,3
Army of the Dead,2021.0,"Action, Crime, Horror",0.5340909090909091,"Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.","Director: Zack Snyder |      Stars: Dave Bautista,  Ella Purnell,  Ana de la Reguera,  Omari Hardwick",0.07727450244392516,0.7656648783790833,0.012192218408364914,4,3
Fargo,2014.0,"Crime, Drama, Thriller",0.8863636363636365,"Various chronicles of deception, intrigue and murder in and around frozen Minnesota. Yet all of these tales mysteriously lead back one way or another to Fargo, North Dakota.","Stars: Billy Bob Thornton,  Martin Freeman,  Allison Tolman,  Colin Hanks",0.1991893862487544,0.27084743997083216,0.012192218408364914,4,3
How I Met Your Mother,2005.0,"Comedy, Romance",0.8181818181818182,A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,"Stars: Josh Radnor,  Jason Segel,  Cobie Smulders,  Neil Patrick Harris",0.3642864106319647,0.10938069691129759,0.012192218408364914,4,2
Community,2009.0,Comedy,0.8409090909090908,A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,"Stars: Joel McHale,  Danny Pudi,  Donald Glover,  Chevy Chase",0.13485399787393398,0.10938069691129759,0.012192218408364914,4,1
Sons of Anarchy,2008.0,"Crime, Drama, Thriller",0.8409090909090908,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,"Stars: Charlie Hunnam,  Katey Sagal,  Mark Boone Junior,  Kim Coates",0.1578729532528168,0.22917860305224258,0.012192218408364914,4,3
StartUp,2016.0,"Crime, Thriller",0.7727272727272727,"A desperate banker, a Haitian-American gang lord and a Cuban-American hacker are forced to work together to unwittingly create their version of the American dream - organized crime 2.0.","Stars: Adam Brody,  Edi Gathegi,  Otmara Marrero,  Kristen Ariza",0.013406708491362931,0.22396999843741888,0.012192218408364914,4,2
The Vampire Diaries,2009.0,"Drama, Fantasy, Horror",0.75,"The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.","Stars: Nina Dobrev,  Paul Wesley,  Ian Somerhalder,  Kat Graham",0.17129308830062412,0.21876139382259518,0.012192218408364914,4,3
365 dni,2020.0,"Drama, Romance",0.24999999999999994,"Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.","Directors: Barbara Bialowas,  Tomasz Mandes |      Stars: Anna Maria Sieklucka,  Michele Morrone,  Bronislaw Wroclawski,  Otar Saralidze",0.03713610383514991,0.5885723214750775,0.012192218408364914,5,2
How to Sell Drugs Online (Fast),2019.0,"Comedy, Crime, Drama",0.7727272727272727,"To win back the love of his life, a high school student and his best friend launch Europe's largest online drug business from their teenage bedroom.","Stars: Maximilian Mundt,  Danilo Kamperidis,  Lena Klenke,  Damian Hardung",0.01398405041847074,0.15104953382988714,0.012192218408364914,4,3
Good Girls,2018.0,"Comedy, Crime, Drama",0.7613636363636364,Three suburban mothers suddenly find themselves in desperate circumstances and decide to stop playing it safe and risk everything to take their power back.,"Stars: Christina Hendricks,  Retta,  Mae Whitman,  Reno Wilson",0.02254085321679861,0.21876139382259518,0.012192218408364914,4,3
13 Reasons Why,2017.0,"Drama, Mystery, Thriller",0.7386363636363635,"Follows teenager Clay Jensen, in his quest to uncover the story behind his classmate and crush, Hannah, and her decision to end her life.","Stars: Dylan Minnette,  Katherine Langford,  Christian Navarro,  Alisha Boe",0.15550345792204776,0.307307672274598,0.012192218408364914,4,3
The Queen's Gambit,2020.0,Drama,0.8522727272727272,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price.","Stars: Anya Taylor-Joy,  Chloe Pirrie,  Bill Camp,  Marcin Dorocinski",0.19660915235814114,1.0,0.012192218408364914,4,1
Legends of Tomorrow,2016.0,"Action, Adventure, Drama",0.6477272727272727,"Time-travelling rogue Rip Hunter has to recruit a rag-tag team of heroes and villains to help prevent an apocalypse that could impact not only Earth, but all of time.","Stars: Caity Lotz,  Amy Louise Pemberton,  Dominic Purcell,  Nick Zano",0.05597823263318707,0.2135527892077715,0.012192218408364914,4,3
Star Trek: The Next Generation,1987.0,"Action, Adventure, Mystery",0.8522727272727272,"Set almost 100 years after Captain Kirk's five-year mission, a new generation of Starfleet officers set off in the U.S.S. Enterprise-D on their own mission to go where no one has gone before.","Stars: Patrick Stewart,  Brent Spiner,  Jonathan Frakes,  LeVar Burton",0.06198165465379041,0.22396999843741888,0.012192218408364914,4,3
Le dernier mercenaire,2021.0,"Action, Comedy",0.48863636363636365,"A mysterious former secret service agent must urgently return to France when his estranged son is falsely accused of arms and drug trafficking by the government, following a blunder by an overzealous bureaucrat and a mafia operation.","Director: David Charhon |      Stars: Jean-Claude Van Damme,  Alban Ivanov,  Samir Decazza,  Assa Sylla",0.0015183684048608805,0.5677379030157828,0.012192218408364914,4,2
Resort to Love,2021.0,"Comedy, Romance",0.5227272727272727,"Erica, who ends up as the entertainment at her ex-fiancé's wedding after reluctantly taking a gig at a luxurious island resort while in the wake of a music career meltdown.","Director: Steven K. Tsuchida |      Stars: Christina Milian,  Tymberlee Hill,  Kayne Lee Harrison,  Ruth Nadler-Nir",0.0009258486313376996,0.5208604614823695,0.012192218408364914,4,2
Evil,2019.0,"Crime, Drama, Horror",0.75,"A skeptical female clinical psychologist joins a priest-in-training and a blue-collar contractor as they investigate supposed miracles, demonic possession, and other extraordinary occurrences to see if there's a scientific explanation or if something truly supernatural is at work.","Stars: Katja Herbers,  Mike Colter,  Aasif Mandvi,  Maddy Crocco",0.00878155167794011,0.2135527892077715,0.012192218408364914,4,3
The Expanse,2015.0,"Drama, Mystery, Sci-Fi",0.8409090909090908,"In the 24th century, a disparate band of antiheroes unravel a vast conspiracy that threatens the Solar System's fragile state of cold war.","Stars: Wes Chatham,  Dominique Tipper,  Steven Strait,  Shohreh Aghdashloo",0.06984086028033482,0.307307672274598,0.012192218408364914,4,3
New Amsterdam,2018.0,Drama,0.7954545454545454,A new medical director breaks the rules to heal the system at America's oldest public hospital.,"Stars: Ryan Eggold,  Janet Montgomery,  Freema Agyeman,  Jocko Sims",0.01617257911890267,0.21876139382259518,0.012192218408364914,4,1
Line of Duty,2012.0,"Crime, Drama, Mystery",0.8636363636363635,"Drama series following the investigations of AC-12, a controversial police anti-corruption unit.","Stars: Martin Compston,  Vicky McClure,  Adrian Dunbar,  Craig Parkinson",0.027288600328191744,0.307307672274598,0.012192218408364914,4,3
The 100,2014.0,"Drama, Mystery, Sci-Fi",0.7386363636363635,"Set ninety-seven years after a nuclear war has destroyed civilization, when a spaceship housing humanity's lone survivors sends one hundred juvenile delinquents back to Earth, in hopes of possibly re-populating the planet.","Stars: Eliza Taylor,  Bob Morley,  Marie Avgeropoulos,  Isaiah Washington",0.13248917264975427,0.21876139382259518,0.012192218408364914,4,3
New Girl,2011.0,Comedy,0.75,"After a bad break-up, Jess, an offbeat young woman, moves into an apartment loft with three single men. Although they find her behavior very unusual, the men support her - most of the time.","Stars: Zooey Deschanel,  Jake Johnson,  Max Greenfield,  Hannah Simone",0.11699551027627766,0.10938069691129759,0.012192218408364914,4,1
Prison Break,2005.0,"Action, Crime, Drama",0.8181818181818182,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside.","Stars: Dominic Purcell,  Wentworth Miller,  Amaury Nolasco,  Robert Knepper",0.28746432476388234,0.22396999843741888,0.012192218408364914,4,3
Sex Education,2019.0,"Comedy, Drama",0.8181818181818182,A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,"Stars: Asa Butterfield,  Gillian Anderson,  Ncuti Gatwa,  Emma Mackey",0.1034831406233308,0.22917860305224258,0.012192218408364914,4,2
A Classic Horror Story,2021.0,"Drama, Horror, Mystery",0.5227272727272727,"In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","Directors: Roberto De Feo,  Paolo Strippoli |      Stars: Matilda Anna Ingrid Lutz,  Francesco Russo,  Peppino Mazzotta,  Will Merrick",0.0051470412247821545,0.48960883379342734,0.012192218408364914,5,3
Feels Like Ishq,2021.0,"Comedy, Drama, Romance",0.6249999999999999,Short films follow young adults as they navigate the gamut of emotions that come with finding romantic connection in unexpected places.,"Stars: Jojo Singh,  Mihir Ahuja,  Kajol Chugh,  Sumali Khaniwale",0.0004921124818522578,0.16146674305953454,0.012192218408364914,4,3
Young Royals,2021.0,"Drama, Romance",0.8522727272727272,"Prince Wilhelm adjusts to life at his prestigious new boarding school, Hillerska, but following his heart proves more challenging than anticipated.","Stars: Edvin Ryding,  Omar Rudberg,  Frida Argento,  Samuel Astor",0.00989420457285162,0.25522162612636107,0.012192218408364914,4,2
Shadow and Bone,2021.0,"Action, Adventure, Drama",0.75,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,"Stars: Jessie Mei Li,  Ben Barnes,  Archie Renaux,  Freddy Carter",0.03518808562406926,0.307307672274598,0.012192218408364914,4,3
The Hitman's Bodyguard,2017.0,"Action, Comedy, Crime",0.6590909090909091,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.","Director: Patrick Hughes |      Stars: Ryan Reynolds,  Samuel L. Jackson,  Gary Oldman,  Elodie Yung",0.12024006682922529,0.6094067399343723,0.14973909247832387,4,3
Mad Men,2007.0,Drama,0.8522727272727272,"A drama about one of New York's most prestigious ad agencies at the beginning of the 1960s, focusing on one of the firm's most mysterious but extremely talented ad executives, Donald Draper.","Stars: Jon Hamm,  Elisabeth Moss,  Vincent Kartheiser,  January Jones",0.12620846305040856,0.23959581228188997,0.012192218408364914,4,1
Élite,2018.0,"Crime, Drama, Thriller",0.7272727272727273,"When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.","Stars: Itzan Escamilla,  Omar Ayuso,  Miguel Bernardeau,  Arón Piper",0.034865264506080774,0.307307672274598,0.012192218408364914,4,3
Gilmore Girls,2000.0,"Comedy, Drama",0.7954545454545454,"A dramedy centering around the relationship between a thirtysomething single mother and her teen daughter living in Stars Hollow, Connecticut.","Stars: Lauren Graham,  Alexis Bledel,  Keiko Agena,  Scott Patterson",0.062255439652590776,0.22396999843741888,0.012192218408364914,4,2
Sky Rojo,2021.0,"Action, Adventure, Crime",0.6136363636363636,"Coral, Wendy, and Gina go on the run in search of freedom while being chased by Romeo, their pimp from Las Novias Club, and his henchmen, Moises and Christian.","Stars: Verónica Sánchez,  Miguel Ángel Silvestre,  Asier Etxeandia,  Lali Espósito",0.00404839864963868,0.15625813844471084,0.012192218408364914,4,3
Lupin,2021.0,"Action, Crime, Drama",0.7272727272727273,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.","Stars: Omar Sy,  Ludivine Sagnier,  Hervé Pierre,  Soufiane Guerrab",0.04928305107403696,0.22917860305224258,0.012192218408364914,4,3
Trollhunters: Rise of the Titans,2021.0,"Animation, Action, Adventure",0.6590909090909091,The heroes from the Trollhunters series team-up on an epic adventure to fight the Arcane Order for control over the magic that binds them all.,"Directors: Johane Matte,  Francisco Ruiz-Velasco,  Andrew L. Schmidt |      Stars: Steve Alterman,  Kay Bess,  Brian Blessed,  Vic Chao",0.0013706762839728363,0.5364862753268407,0.012192218408364914,6,3
Heartland,2007.0,"Drama, Family",0.8295454545454546,"A multi-generational saga set in Alberta, Canada and centered on a family getting through life together in both happy and trying times.","Stars: Amber Marshall,  Shaun Johnston,  Michelle Morgan,  Graham Wardle",0.006864472923013877,0.22917860305224258,0.012192218408364914,4,2
